year	round	plotid	plant	VWC.plant	VWC.sm	photosynthesis	conductance	WUE	flowered	survived	RGR
2020	2020-07-29	6A	128	10.3	10.08	23.68153756235844	0.2149748236509979	110.1543	0	0	
2020	2020-07-29	6C	81	7.7	13.459999999999999	23.798811972157704	0.2039856335609191	116.2291	1	1	
2020	2020-07-30	1A	227	19.1	16.34	8.905929434933068	0.10822993178667051	82.14587	0	1	1.201618744017382
2020	2020-07-30	1B	647	5.6	10.84	10.007395216699866	0.05113845060719376	195.2922	0	1	0.22044795925087857
2020	2020-07-30	1C	49	11.8	12.04	7.727565974099538	0.03548292029076846	217.6594	1	1	
2020	2020-07-30	1D	4	4.8	7.54	2.384645297713502	0.014259788569888023	167.2287	0	1	
2020	2020-07-30	2A	99	4.2	10.36	5.854605818494097	0.08551580139052747	70.11512	0	1	1.3106457016600876
2020	2020-07-30	2C	296	5.1	5.58	15.49252152343527	0.06586508491307408	235.197	0	1	-0.8038227938018325
2020	2020-07-30	2D	195	13.2	16.66	25.851104016942298	0.20238794279843705	127.6534	0	1	-0.12525201132632813
2020	2020-07-30	3A	648	4.9	6.68	19.206612268078445	0.09562234101176553	199.9755	1	1	
2020	2020-07-30	3B	835	9.5	10.54	16.813168136739325	0.0862262713552727	194.9889	0	1	
2020	2020-07-30	3C	149	7.2	12.959999999999999	7.1978610308167426	0.0505123800096824	143.8246	1	1	
2020	2020-07-30	3D	865	5.5	10.76	8.568200154136356	0.09346466367112338	91.70917	0	1	-0.41517813641677803
2020	2020-07-30	4A	92	8.9	14.9	8.722849656387549	0.1472408773088304	59.30696	0	1	-0.09037693562812306
2020	2020-07-30	4B	190	6.4	9.02	18.80536530343116	0.0886904501811586	212.0235	1	1	
2020	2020-07-30	4C	190	14.9	10.66	17.145700470317664	0.1828468725126315	93.78832	1	1	
2020	2020-07-30	4D	30	1.6	6.42	23.905066687377477	0.10908876046981525	219.1341	0	0	
2020	2020-07-30	5B	9	6.4	11.04	19.81816895353154	0.1282684359779688	154.5034			
2020	2020-07-30	5C	223	4.6	8.9	5.13912984186141	0.03289033987599809	156.2504	1	1	
2020	2020-07-30	5D	285	7.2	7.04	12.242150622645946	0.07134725566692873	171.5177	0	1	-0.6358394473831577
2020	2020-07-30	6A	126	4.8	10.08	15.625044351360513	0.10629213536297819	145.5444	0	0	
2020	2020-07-30	6C	79	6.1	13.459999999999999	11.60951772644001	0.08383004770808172	138.1878	0	1	0.517529646815306
2020	2020-07-31	1A	249	10.6	9.36	7.728192431554724	0.07995916294222534	96.65174	0	1	0.8521159671557865
2020	2020-07-31	1B	684	4.4	4.88	8.545520649395101	0.057758676886987825	148.2371	1	1	
2020	2020-07-31	1C	56	6.6	5.24	33.27445570685562	0.16564190008885266	200.8636			
2020	2020-07-31	1D	11	3.4	4.02	9.690654400711995	0.04932979245684929	196.0152	1	1	
2020	2020-07-31	4D	28	5.1	3.28	28.097999048767363	0.1353637692418172	207.6153	0	1	0.7098773422084116
2020	2020-07-31	6A	169	6.7	3.84	17.868927465542974	0.08656275828596721	206.448	0	1	
