year	round	day	plotid	plant	VWC.sm	sla	trichome_density	water_content	survived	RGR	flowered
2018	1	164	5B	298	2.54	134.89932885906038	220.89552238805973	0.7072691552062869	0		0
2018	1	164	5C	201	3.56	101.4814814814815	197.0802919708029	0.5914043583535109	1	0.7562040777327825	1
2018	1	164	5C	209	3.56	138.47758081334726	167.16867469879517	0.7312219730941704	1	-0.4211295309992491	1
2018	1	164	5C	214	3.56	137.8594249201278	212.05098493626883	0.7245930488341399	1	2.030812003697599	1
2018	1	164	5C	223	3.56	162.4390243902439	94.09409409409409	0.7561459159397304	1		0
2018	1	164	5D	246	3.94	138.018018018018	460.8355091383812	0.7597402597402597	1		1
2018	1	164	5D	262	3.94	123.56948228882834	221.60970231532525	0.7066346922462031	1		1
2018	1	164	5D	276	3.94	165.93939393939394	130.02191380569758	0.7615606936416185	0		0
2018	1	164	5D	286	3.94	124.94714587737843	196.27749576988157	0.6835061893609903	1		1
2018	1	164	6A	127	2.9819999999999998	125.87601078167116	334.0471092077088	0.7359430604982207	1	-0.3017383305001326	0
2018	1	164	6A	136	2.9819999999999998	117.46216530849824	109.01883052527256	0.7365030674846625	1	0.7613805450851422	0
2018	1	164	6A	156	2.9819999999999998	129.7979797979798	380.02594033722437	0.7004538577912254	1	0.7948748748430396	1
2018	1	164	6A	164	2.9819999999999998	110.1063829787234	253.62318840579712	0.7137419109250096	1	-1.8102835407884412	0
2018	1	164	6B	14	2.64	113.66336633663366	250.87108013937285	0.7313829787234043	1	1.2677934359664724	0
2018	1	164	6B	19	2.64	138.9908256880734	409.2409240924093	0.767590618336887	1	0.9125703187334507	0
2018	1	164	6B	2	2.64	116.84334511189635	237.90322580645162	0.6967857142857142	1		1
2018	1	164	6B	29	2.64	107.72900763358778	295.837023914969	0.7220896313975073	1	0.993837675597768	1
2018	1	164	6C	108	2.78	113.91625615763547	139.45945945945945	0.7210580556509791	1		1
2018	1	164	6C	112	2.78	108.97239263803682	216.7487684729064	0.7499520613614574	0		0
2018	1	164	6C	82	2.78	133.89610389610388	245.39282250242485	0.7225225225225225	0		0
2018	1	164	6C	92	2.78	121.92192192192192	242.61083743842363	0.7395385217051232	1	0.1453720894994647	0
2018	1	164	6D	40	4.7	116.51651651651652	262.88659793814435	0.7144082332761579	1		1
2018	1	164	6D	46	4.7	125.83586626139817	359.9033816425121	0.7044025157232705	1		0
2018	1	164	6D	50	4.7	107.92899408284025	325.6578947368421	0.7334384858044164	1		1
2018	1	164	6D	53	4.7	113.2118451025057	365.19114688128775	0.7546115148127446	0		0
2018	2	227	1A	229	2.8	93.67866549604915	51.54639175257732	0.7041558441558441	1	2.005387761811628	0
2018	2	227	1A	237	2.8	125.8888888888889	88.261253309797	0.7454031117397454	1	1.943758842398428	0
2018	2	227	1A	246	2.8	109.24369747899159	186.53846153846152	0.7146282973621103	1		1
2018	2	227	1A	250	2.8	95.89999999999999	179.35349322210638	0.7194950911640954	1	1.9809784125795098	0
2018	2	227	1B	657	1.38	101.63487738419619	501.34048257372655	0.6304128902316214	1		1
2018	2	227	1B	660	1.38	91.4252607184241	115.33586818757921	0.6423539162867798	1	1.6899379800828167	0
2018	2	227	1B	670	1.38	108.58895705521472	106.08913998744508	0.6130308625692429	1		1
2018	2	227	1B	684	1.38	94.85949280328991	169.07514450867052	0.6679563040509786	1		1
2018	2	227	1C	44	0.56	83.52941176470587	156.10328638497654	0.6097934200459066	0		0
2018	2	227	1C	49	0.56	108.67446393762184	123.76681614349776	0.650068212824011	1	0.12667226601372572	0
2018	2	227	1C	60	0.56	86.3594470046083	187.83351120597652	0.6174188998589561	1	2.5144749702117486	0
2018	2	227	1C	67	0.56	90.4517453798768	139.61407491486946	0.6658662092624356	1		0
2018	2	227	1D	24	0.9	103.03030303030303	297.79411764705884	0.6305970149253731	1		0
2018	2	227	1D	27	0.9	86.0430586488493	105.26315789473684	0.5753467843631778	0		0
2018	2	227	1D	32	0.9	100.27586206896551	137.5515818431912	0.6137453383058071	0		0
2018	2	227	1D	5	0.9	121.3946117274168	220.6266318537859	0.6536772777167947	1		1
2018	2	227	2A	164	1.78	82.39366963402573	268.9075630252101	0.6616465863453816	1		0
2018	2	227	2A	176	1.78	122.42503259452411	115.01597444089458	0.6915963007639727	1		0
2018	2	227	2A	676	1.78	102.19354838709678	160.35353535353534	0.6170948616600791	1		0
2018	2	227	2A	94	1.78	105.74018126888217	44.28571428571429	0.6404128191200434	1	-1.2853255487698234	0
2018	2	227	2B	138	1.46	98.87482419127988	209.10384068278807	0.6558567279767668	1	1.3192041746439798	0
2018	2	227	2B	196	1.46	96.36767976278725	251.53846153846152	0.702797973121833	0		0
2018	2	227	2B	90	1.46	118.02610114192497	152.72978576364892	0.7192580719029081	0		0
2018	2	227	2B	93	1.46	107.09169054441261	147.15719063545149	0.6814966917636323	1	1.0984192194395317	0
2018	2	227	2C	268	0.9	99.61722488038278	223.82324687800192	0.6688846641318124	1	0.5001681564967791	1
2018	2	227	2C	274	0.9	112.70491803278689	204.54545454545453	0.6776750330250991	1		0
2018	2	227	2C	282	0.9	102.72108843537416	113.90728476821192	0.5374449339207049	1	-0.20775421344882036	1
2018	2	227	2C	297	0.9	103.79939209726444	153.00146412884334	0.6469957081545065	0		0
2018	2	227	2D	194	2.42	95.01246882793018	139.10761154855643	0.6889061287820016	1	1.448050248287744	0
2018	2	227	2D	196	2.42	110.95132743362831	91.22632103688935	0.6935593220338984	0		0
2018	2	227	2D	204	2.42	120.15050167224081	117.60612386917188	0.7142857142857143	1	1.4031662636053497	0
2018	2	227	2D	211	2.42	118.46661170651278	61.93458594293667	0.7312209173498782	1		1
2018	2	227	3A	276	0.86	101.17216117216117	73.13540912382332	0.6348314606741572	1	-1.1442054155263297	1
2018	2	227	3A	639	0.86	98.99598393574297	216.02434077079107	0.6569066482948673	0		0
2018	2	227	3A	650	0.86	105.28905289052891	169.39252336448598	0.6045719844357976	1		0
2018	2	227	3A	657	0.86	101.8324607329843	66.83804627249357	0.6698357821953328	1		0
2018	2	227	3B	608	0.86	81.10344827586206	101.19047619047619	0.6754700089525515	1	1.0765915942747704	0
2018	2	227	3B	616	0.86	107.71604938271605	173.82999044890164	0.6969130028063611	0		0
2018	2	227	3B	823	0.86	84.49319213313161	236.34735899731425	0.5750562520090002	1		1
2018	2	227	3B	834	0.86	103.79346680716543	82.23350253807106	0.6860734369831294	1	1.8047597836896927	0
2018	2	227	3C	139	1.54	123.54349561053472	213.82428940568474	0.7348148148148148	1	1.8586366030188086	0
2018	2	227	3C	158	1.54	105.52147239263803	160.61046511627907	0.7036363636363636	1	1.9297510194119485	0
2018	2	227	3C	170	1.54	97.20893141945774	96.80065627563576	0.7024911032028469	1	0.5044404885708884	0
2018	2	227	3C	181	1.54	89.06250000000001	160.40100250626566	0.6042402826855124	1	2.961530890485456	0
2018	2	227	3D	866	1.5	107.3126142595978	201.02214650766612	0.6283967391304348	0		0
2018	2	227	3D	869	1.5	91.87082405345211	175.75757575757578	0.6584252567516166	0		0
2018	2	227	3D	875	1.5	94.23728813559323	127.69784172661869	0.6555750145942791	1		0
2018	2	227	3D	894	1.5	93.61702127659574	89.16083916083917	0.5500736377025037	1	-0.7510693317127479	0
2018	2	227	4A	104	3.3400000000000003	96.27659574468085	119.33701657458563	0.7352112676056338	0		0
2018	2	227	4A	109	3.3400000000000003	85.36144578313254	89.62597035991531	0.72822527832351025	1	3.3469987167759556	0
2018	2	227	4A	62	3.3400000000000003	96.6183574879227	68.33333333333334	0.678238341968912	1		0
2018	2	227	4A	89	3.3400000000000003	96.37618636755825	173.67949865711728	0.7103224193951512	1	2.644890676567018	1
2018	2	227	4B	172	2.16	103.16856780735108	184.2751842751843	0.6668074324324323	1		0
2018	2	227	4B	187	2.16	91.03392568659127	143.74445430346051	0.5958210904342148	1	-0.5441979080279915	0
2018	2	227	4B	190	2.16	110.57347670250896	154.7811993517018	0.7035856573705179	1	0.6400038255298649	0
2018	2	227	4B	206	2.16	91.02730819245774	127.14285714285715	0.611518060116191	1		0
2018	2	227	4C	107	1.98	97.83281733746131	224.68354430379748	0.6574761399787911	1		0
2018	2	227	4C	195	1.98	82.36173393124066	82.57713248638838	0.6715758468335787	1	-1.2131521037231696	0
2018	2	227	4C	36	1.98	84.7732181425486	303.8216560509554	0.6441882804995198	1	-0.14241892800150308	1
2018	2	227	4C	630	1.98	91.04220499569335	126.77388836329234	0.6465753424657533	1	0.33633390038269706	0
2018	2	227	4D	30	1.8199999999999998	105.46875	125.92592592592592	0.6342857142857143	1	1.8779830368638644	0
2018	2	227	4D	39	1.8199999999999998	81.88976377952756	341.7832167832168	0.6321748288572934			
2018	2	227	4D	51	1.8199999999999998	112.79373368146214	189.04320987654322	0.7263634198618719	1	-0.6910758887073051	0
2018	2	227	4D	56	1.8199999999999998	82.30871295886774	327.24341751746374	0.6697823864466189	1	-1.4733624134857854	0
2018	2	227	5A	171	2.32	122.88786482334869	46.25	0.7775499743721168	1		0
2018	2	227	5A	179	2.32	96.5062623599209	129.78142076502732	0.7003160806005531	1	3.579240275933452	1
2018	2	227	5A	191	2.32	93.91049156272928	160.15625	0.7076989062835085	1	-0.9994968310712149	0
2018	2	227	5A	192	2.32	114.33172302737519	25.35211267605634	0.6847715736040609	1	1.5247503859339377	0
2018	2	227	5B	1	3.18	98.58686616791354	165.26138279932547	0.6748648648648649	1		1
2018	2	227	5B	11	3.18	100.52137643378519	150.4149377593361	0.6726962457337884	1		0
2018	2	227	5B	24	3.18	99.00881057268724	66.74082313681869	0.6865723161891611			
2018	2	227	5B	298	3.18	97.15335169880625	16.06805293005671	0.6397618260006616	0		0
2018	2	227	5C	201	1.92	102.47747747747748	91.20879120879121	0.6973415132924334	1	0.7562040777327825	1
2018	2	227	5C	209	1.92	98.13258636788048	70.40913415794482	0.6085526315789473	1	-0.4211295309992491	1
2018	2	227	5C	217	1.92	91.83976261127596	156.7043618739903	0.6428192898781134	1	0.9913083280275887	1
2018	2	227	5C	223	1.92	92.74809160305342	31.550068587105624	0.6384544618215271	1		0
2018	2	227	5D	246	1.6600000000000001	85.37271448663853	88.96210873146623	0.6619919182315189	1		1
2018	2	227	5D	262	1.6600000000000001	88.52061438965238	106.84931506849315	0.7011355399855038	1		1
2018	2	227	5D	276	1.6600000000000001	111.91489361702128	89.98732572877059	0.6916010498687664	0		0
2018	2	227	5D	286	1.6600000000000001	90.72085889570553	77.76838546069315	0.6460369163952225	1		1
2018	2	227	6A	127	2.06	104.25844346549192	294.3661971830986	0.6904545454545454	1	-0.3017383305001326	0
2018	2	227	6A	136	2.06	90.3225806451613	61.688311688311686	0.6613704071499503	1	0.7613805450851422	0
2018	2	227	6A	156	2.06	98.40881272949817	184.07960199004975	0.5987229862475442	1	0.7948748748430396	1
2018	2	227	6A	164	2.06	88.8888888888889	196.42857142857142	0.6488294314381271	1	-1.8102835407884412	0
2018	2	227	6B	14	2.06	91.2850812407681	182.84789644012946	0.6440588853838065	1	1.2677934359664724	0
2018	2	227	6B	19	2.06	112.11790393013099	136.31937682570594	0.6388012618296529	1	0.9125703187334507	0
2018	2	227	6B	2	2.06	95.1304347826087	177.3308957952468	0.6400625978090767	1		1
2018	2	227	6B	29	2.06	111.98288159771755	281.52866242038215	0.60662177328844	1	0.993837675597768	1
2018	2	227	6C	108	1.82	97.111299915038245	55.99300087489064	0.665719965918773	1		1
2018	2	227	6C	112	1.82	95.66929133858267	167.6954732510288	0.6627945569200133	0		0
2018	2	227	6C	82	1.82	103.75	107.50695088044486	0.6716135143669087	0		0
2018	2	227	6C	92	1.82	100.8893280632411	131.24387855044077	0.688135593220339	1	0.1453720894994647	0
2018	2	227	6D	40	2.34	100.51652892561984	57.55395683453238	0.7162122544708297	1		1
2018	2	227	6D	46	2.34	96.12612612612612	193.06466729147144	0.7003239740820735	1		0
2018	2	227	6D	50	2.34	85.37074148296593	118.9358372456964	0.6735717400784997	1		1
2018	2	227	6D	53	2.34	102.95527156549521	141.97051978277736	0.7143509012092175	0		0
2019	1	182	1A	227	11.18	163.76360808709174	142.45014245014247	0.7730321214260502	1	-1.759064378148837	0
2019	1	182	1A	229	11.18	143.72246696035242	161.68582375478928	0.7913123419903471	0		0
2019	1	182	1A	230	11.18	177.3972602739726	107.46460746460747	0.7950397753860551	1		1
2019	1	182	1A	237	11.18	159.4963273871983	296.7105263157895	0.7855535553555355	0		0
2019	1	182	1A	242	11.18	151.6597510373444	158.68673050615595	0.7966816647919011	0		0
2019	1	182	1A	243	11.18	137.53581661891116	4.166666666666667	0.7971519907003778	1		1
2019	1	182	1A	246	11.18	212.90322580645162	154.04040404040404	0.8023379383634431	1		1
2019	1	182	1A	250	11.18	105.1436205744823	297.33163913595934	0.720656838962493	1		1
2019	1	182	1B	650	9.44	166.189111747851	190.51724137931035	0.8106861947382696	1		1
2019	1	182	1B	660	9.44	167.55218216318784	63.42015855039637	0.7766949152542373	1		0
2019	1	182	1B	662	9.44	187.30434782608694	85.42246982358404	0.7810357958872811	1		0
2019	1	182	1B	669	9.44	159.70149253731344	210.9479305740988	0.7644399799095932	1	-0.12594210505264397	0
2019	1	182	1B	677	9.44	182.80254777070064	87.10801393728224	0.7953953084274544			
2019	1	182	1C	46	7.9	192.05298013245033	56.32183908045977	0.820665083135392	1		1
2019	1	182	1C	49	7.9	113.56466876971608	0	0.7094408799266727	1	1.2510236682896543	0
2019	1	182	1C	53	7.9	199.26362297496317	170.7317073170732	0.7769382391590013	1	-0.24364389732039998	0
2019	1	182	1C	60	7.9	154.57799518247552	216.3334069299861	0.7875951528603281	1		1
2019	1	182	1C	67	7.9	114.72684085510689	306.41821946169773	0.8183779119930975	0		0
2019	1	182	1C	70	7.9	220.1923076923077	144.10480349344977	0.7886178861788617	1	-1.2195663392481386	0
2019	1	182	1D	12	8.02	130.62730627306271	49.43502824858757	0.81957390146471365	1		1
2019	1	182	1D	20	8.02	197.43589743589746	63.079777365491644	0.8035971223021583	1		1
2019	1	182	1D	24	8.02	143.83116883116884	241.53498871331828	0.7972350230414746	1		1
2019	1	182	1D	37	8.02	165.97633136094674	26.7379679144385	0.7711577522004063	1		1
2019	1	182	1D	4	8.02	154.09638554216866	67.24003127443315	0.8111919927206551	1		0
2019	1	182	2A	162	6.3	201.54946364719905	133.6487285629805	0.8160894344585707	0		0
2019	1	182	2A	164	6.3	227.3684210526316	212.96296296296296	0.798728813559322	0		0
2019	1	182	2A	176	6.3	220.91715853354395	25.08067101186024	0.8410579708780224	1		0
2019	1	182	2A	682	6.3	184.36482084690553	120.14134275618376	0.7807142857142857	0		0
2019	1	182	2A	685	6.3	138.98989898989896	170.05813953488374	0.7647338403041826	1		1
2019	1	182	2B	135	8.06	185.68548387096774	235.61346362649294	0.7943615257048093			
2019	1	182	2B	138	8.06	150.46456442907038	332.3658410732714	0.8118938759421657	1		1
2019	1	182	2B	181	8.06	203.77358490566036	229.79797979797982	0.7937013446567586			
2019	1	182	2B	182	8.06	153.80794701986756	190.52744886975242	0.7853589196872779	1	-1.508804738575668	0
2019	1	182	2B	93	8.06	133.91370174110523	323.91181458451103	0.781182706642372	1	-0.6362678236569869	0
2019	1	182	2C	271	8.12	143.5929648241206	152.23097112860893	0.7905263157894736	1		1
2019	1	182	2C	282	8.12	163.96971293640107	162.7177979609181	0.789260124669376	0		0
2019	1	182	2C	292	8.12	249.8850574712644	62.557497700092	0.8296789350039154	1		1
2019	1	182	2C	296	8.12	146.90265486725664	306.6265060240964	0.8053402239448751	1	-1.5310768818411524	0
2019	1	182	2D	183	11.3	184.5102505694761	91.35802469135803	0.7892462794047048	1	-0.7610597557812814	0
2019	1	182	2D	194	11.3	159.35828877005346	219.2393736017897	0.8128752501667779	1		1
2019	1	182	2D	204	11.3	125.6358087487284	632.3886639676113	0.806267244777296	1		1
2019	1	182	2D	210	11.3	170.79646017699116	138.74496257915945	0.8238961038961039	1		1
2019	1	182	2D	213	11.3	160.19955654101994	285.12110726643596	0.8082075271103552	0		0
2019	1	182	2D	215	11.3	147.57575757575756	422.99794661190964	0.7929086915594603	1	-1.0027193720289433	0
2019	1	182	3A	125	6.34	132.93051359516616	165.9090909090909	0.8121985815602837	1		1
2019	1	182	3A	276	6.34	210.66537134161257	87.8751455508395	0.8270243493595333	0		0
2019	1	182	3A	638	6.34	121.01341281669151	280.78817733990144	0.7858966177409061	1		1
2019	1	182	3A	655	6.34	159.3128390596745	395.00567536889895	0.777643747486932	0		0
2019	1	182	3A	657	6.34	178.94736842105266	47.05882352941176	0.7582697201017812	1		1
2019	1	182	3B	604	5.54	159.0984974958264	335.78174186778597	0.7859185132237313			
2019	1	182	3B	608	5.54	169.34782608695653	48.78048780487805	0.804005112910098	1	-1.3815180647287273	0
2019	1	182	3B	615	5.54	179.14438502673798	152.23880597014926	0.8213944603629417			
2019	1	182	3B	825	5.54	247.09302325581396	171.76470588235296	0.7892156862745098	1	-0.751724746148628	0
2019	1	182	3B	834	5.54	187.94326241134752	132.0754716981132	0.7752988047808765	1	-1.954597053120982	0
2019	1	182	3B	835	5.54	154.48113207547172	189.31297709923663	0.7958594126143476	1		0
2019	1	182	3C	123	7.2	140.81902245706738	338.64915572232644	0.7974852862493311	0		0
2019	1	182	3C	139	7.2	150.37313432835822	146.40198511166253	0.7859424920127795	1		1
2019	1	182	3C	158	7.2	193.99999999999997	103.09278350515464	0.8059508408796895	1		1
2019	1	182	3C	159	7.2	136.97270471464023	244.56521739130432	0.7581032412965187	1		1
2019	1	182	3C	160	7.2	157.61124121779858	63.893016344725105	0.7879841112214498	1	-1.973858690318524	0
2019	1	182	3C	169	7.2	145.08474576271186	14.018691588785048	0.7664291369754553	1		1
2019	1	182	3C	170	7.2	142.80155642023348	59.94550408719346	0.8188865398167724	0		0
2019	1	182	3C	181	7.2	144.6831364124597	242.01930215293245	0.7187311178247734	0		0
2019	1	182	3D	851	5.42	137.94749403341288	118.51211072664361	0.782957782957783	1		1
2019	1	182	3D	865	5.42	166.41975308641977	361.2759643916914	0.7962776659959757	1	0.6515105049989373	0
2019	1	182	3D	875	5.42	190.68627450980392	232.6478149100257	0.8083607327383748	1		1
2019	1	182	3D	883	5.42	161.1190817790531	284.95102404274263	0.8013679110857794	0		0
2019	1	182	3D	892	5.42	116.35610766045549	249.11032028469748	0.7764923646459971	1		1
2019	1	182	3D	894	5.42	154.07969639468692	193.34975369458127	0.8123219373219374	1		1
2019	1	182	4A	101	5.72	138.41698841698843	275.45327754532775	0.803378250142342	1		1
2019	1	182	4A	109	5.72	215.18151815181517	56.74846625766871	0.8191044776119403	1		1
2019	1	182	4A	113	5.72	131.76007866273355	181.34328358208955	0.7777534965034966	0		0
2019	1	182	4A	68	5.72	153.6697247706422	148.65671641791045	0.7943784191661951	1		1
2019	1	182	4A	97	5.72	151.67999999999998	358.6497890295359	0.7747747747747747	1	-0.8485452373594518	0
2019	1	182	4B	165_19	5.5	110.43478260869566	236.2204724409449	0.7722772277227723	0		0
2019	1	182	4B	172	5.5	140.17857142857144	6.369426751592357	0.7746478873239436			
2019	1	182	4B	178	5.5	121.0016155088853	295.7276368491322	0.7521521521521521	0		0
2019	1	182	4B	190	5.5	244.8027048145056	125.46336225233237	0.8062700025004694	1	-0.5082579546538272	0
2019	1	182	4B	206	5.5	222.4242424242424	92.64305177111717	0.8125	0		0
2019	1	182	4B	211	5.5	154.37731196054256	278.75399361022363	0.8042481293748491	1		1
2019	1	182	4C	107	5.64	196.89440993788818	107.25552050473186	0.7984981226533167	1		0
2019	1	182	4C	193	5.64	195.1374207188161	76.92307692307692	0.7914462081128748	1	1.015772019875543	0
2019	1	182	4C	195	5.64	169.74789915966386	26.402640264026402	0.7723214285714286	1		1
2019	1	182	4C	30	5.64	152.02702702702703	181.11111111111111	0.8115249920407513	0		0
2019	1	182	4C	36	5.64	161.4035087719298	105.73122529644269	0.8012048192771084	0		0
2019	1	182	4C	629	5.64	132.9443447037702	114.78730587440917	0.7949944792050055	1	-0.4770397701848683	0
2019	1	182	4C	630	5.64	124.3868733163069	137.39650623237193	0.7392396469789546	1	-2.281810527917933	0
2019	1	182	4D	30	5.16	173.2	57.736720554272516	0.8009395652520105	1	-0.23462751707110122	0
2019	1	182	4D	34	5.16	158.93719806763286	212.7659574468085	0.8248730964467006	0		0
2019	1	182	4D	47	5.16	116.50879566982408	283.39140534262486	0.7713490099009901	1		1
2019	1	182	4D	49	5.16	187.9120879120879	167.83625730994152	0.8240185650744536	1		1
2019	1	182	4D	51	5.16	185.39765319426337	75.24613220815753	0.7995295347621537	0		0
